trial_id,params,mean_selection_score,std_selection_score,mean_val_price_mae,mean_test_price_mae
14,"{""batch_size"": 16, ""dropout"": 0.18013006160831002, ""hidden_size"": 96, ""huber_delta"": 1.2, ""learning_rate"": 0.0005547581195749349, ""loss_type"": ""mse"", ""model_type"": ""gru"", ""num_layers"": 3, ""weight_decay"": 6.799311678719741e-05}",3.234636425971985,1.48221868554311,3.234636425971985,3.6973891854286194
1,"{""batch_size"": 32, ""dropout"": 0.1, ""hidden_size"": 64, ""huber_delta"": 1.0, ""learning_rate"": 0.0012, ""loss_type"": ""mse"", ""model_type"": ""lstm"", ""num_layers"": 2, ""weight_decay"": 0.0001}",3.2489951848983765,1.5068004877503358,3.2489951848983765,3.421304166316986
94,"{""batch_size"": 32, ""dropout"": 0.2108388870404723, ""hidden_size"": 80, ""huber_delta"": 0.8, ""learning_rate"": 0.0004713054334081251, ""loss_type"": ""huber"", ""model_type"": ""lstm"", ""num_layers"": 3, ""weight_decay"": 0.00017244160053518997}",3.3003525137901306,1.6554421120523641,3.3003525137901306,3.509245991706848
43,"{""batch_size"": 24, ""dropout"": 0.08579681045955279, ""hidden_size"": 64, ""huber_delta"": 1.2, ""learning_rate"": 0.0008738382052694494, ""loss_type"": ""mse"", ""model_type"": ""lstm"", ""num_layers"": 2, ""weight_decay"": 0.00019245705010905315}",3.3058913946151733,1.3551963062252843,3.3058913946151733,3.6669366359710693
73,"{""batch_size"": 16, ""dropout"": 0.11136095310892385, ""hidden_size"": 128, ""huber_delta"": 0.8, ""learning_rate"": 0.0004150133584377249, ""loss_type"": ""mse"", ""model_type"": ""lstm"", ""num_layers"": 3, ""weight_decay"": 6.919935006599665e-06}",3.3239563405513763,1.464030739496847,3.3239563405513763,3.785252273082733
34,"{""batch_size"": 24, ""dropout"": 0.09846203291857486, ""hidden_size"": 128, ""huber_delta"": 1.5, ""learning_rate"": 0.0004250818576461004, ""loss_type"": ""huber"", ""model_type"": ""lstm"", ""num_layers"": 3, ""weight_decay"": 1.2559107336973825e-05}",3.3409979939460754,1.3639890711845764,3.3409979939460754,3.7915825843811035
90,"{""batch_size"": 24, ""dropout"": 0.11663171780070777, ""hidden_size"": 64, ""huber_delta"": 1.2, ""learning_rate"": 0.0011071649328161593, ""loss_type"": ""huber"", ""model_type"": ""lstm"", ""num_layers"": 1, ""weight_decay"": 7.457323099379294e-06}",3.3571128249168396,1.299614838795834,3.3571128249168396,3.699117422103882
23,"{""batch_size"": 32, ""dropout"": 0.1683907115925279, ""hidden_size"": 80, ""huber_delta"": 1.2, ""learning_rate"": 0.001266392955227104, ""loss_type"": ""mse"", ""model_type"": ""lstm"", ""num_layers"": 1, ""weight_decay"": 5.147528517728053e-06}",3.3581814765930176,1.4879436085781466,3.3581814765930176,3.854504406452179
33,"{""batch_size"": 24, ""dropout"": 0.2516036566591321, ""hidden_size"": 80, ""huber_delta"": 1.5, ""learning_rate"": 0.0006872006156650553, ""loss_type"": ""huber"", ""model_type"": ""gru"", ""num_layers"": 1, ""weight_decay"": 9.414492957620567e-06}",3.3656811714172363,1.4002829871627722,3.3656811714172363,3.618355631828308
100,"{""batch_size"": 32, ""dropout"": 0.25293669817075554, ""hidden_size"": 80, ""huber_delta"": 1.2, ""learning_rate"": 0.0009617240559906707, ""loss_type"": ""mse"", ""model_type"": ""lstm"", ""num_layers"": 1, ""weight_decay"": 1.5155493510714965e-05}",3.3871598541736603,1.3082502806845888,3.3871598541736603,3.786732792854309
